[Turn 0] Initialized game with Red: bots/eric/IronChefOptimized.py, Blue: bots/eric/IronChefOptimized.py
[Turn 306] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 306] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 306] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 306] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 307] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 307] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 307] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 307] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 307] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 307] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 307] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 307] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 308] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 308] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 308] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 308] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 308] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 308] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 308] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 308] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 309] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 309] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 309] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 309] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 309] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 309] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 309] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 309] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 310] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 310] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 310] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 310] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 310] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 310] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 310] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 310] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 311] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 311] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 311] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 311] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 311] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 311] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 311] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 311] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 312] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 312] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 312] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 312] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 312] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 312] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 312] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 312] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 313] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 313] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 313] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 313] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 313] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 313] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 313] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 313] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 314] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 314] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 314] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 314] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 314] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 314] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 314] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 314] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 315] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 315] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 315] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 315] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 315] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 315] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 315] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 315] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 316] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 316] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 316] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 316] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 316] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 316] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 316] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 316] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 317] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 317] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 317] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 317] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 317] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 317] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 317] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 317] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 318] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 318] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 318] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 318] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 318] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 318] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 318] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 318] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 319] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 319] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 319] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 319] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 319] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 319] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 319] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 319] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 320] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 320] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 320] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 320] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 320] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 320] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 320] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 320] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 321] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 321] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 321] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 321] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 321] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 321] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 321] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 321] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 322] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 322] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 322] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 322] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 322] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 322] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 322] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 322] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 323] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 323] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 323] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 323] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 323] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 323] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 323] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 323] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 324] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 324] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 324] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 324] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 324] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 324] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 324] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 324] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 325] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 325] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 325] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 325] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 325] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 325] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 325] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 325] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 326] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 326] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 326] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 326] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 326] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 326] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 326] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 326] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 327] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 327] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 327] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 327] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 327] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 327] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 327] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 327] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 328] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 328] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 328] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 328] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 328] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 328] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 328] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 328] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 329] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 329] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 329] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 329] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 329] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 329] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 329] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 329] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 330] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 330] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 330] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 330] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 330] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 330] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 330] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 330] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 331] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 331] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 331] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 331] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 331] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 331] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 331] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 331] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 332] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 332] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 332] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 332] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 332] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 332] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 332] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 332] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 333] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 333] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 333] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 333] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 333] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 333] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 333] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 333] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 334] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 334] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 334] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 334] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 334] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 334] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 334] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 334] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 335] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 335] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 335] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 335] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 335] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 335] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 335] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 335] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 336] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 336] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 336] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 336] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 336] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 336] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 336] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 336] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 337] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 337] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 337] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 337] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 337] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 337] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 337] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 337] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 338] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 338] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 338] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 338] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 338] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 338] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 338] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 338] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 339] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 339] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 339] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 339] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 339] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 339] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 339] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 339] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 340] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 340] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 340] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 340] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 340] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 340] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 340] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 340] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 341] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 341] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 341] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 341] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 341] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 341] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 341] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 341] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 342] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 342] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 342] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 342] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 342] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 342] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 342] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 342] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 343] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 343] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 343] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 343] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 343] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 343] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 343] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 343] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 344] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 344] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 344] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 344] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 344] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 344] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 344] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 344] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 345] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 345] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 345] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 345] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 345] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 345] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 345] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 345] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 346] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 346] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 346] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 346] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 346] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 346] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 346] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 346] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 347] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 347] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 347] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 347] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 347] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 347] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 347] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 347] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 348] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 348] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 348] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 348] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 348] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 348] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 348] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 348] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 349] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 349] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 349] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 349] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 349] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 349] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 349] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 349] Bot 7 (BLUE): Pos=(38,1) Holding=None
